,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Cocoa Level,Number_of_Ingredients,Ingredient Level,Rating,Rating Level,Ingredients_abbr,Most Memorable Characteristics
2221,Guittard,U.S.A.,2010,Trinidad,Trinidad,0.65,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","creamy, mild tobacco, ham"
2229,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",0.65,Mid percent,2,2,2.75,Mid-level,"B,S","pastey, off spicey, nutty"
2234,Scharffen Berger,U.S.A.,2006,Jamaica,Jamaica a l'ancienne,0.7,Mid percent,5,5,2.0,Lowest,"B,S,C,V,L","fresh nibs,chocolate base off"
2235,Scharffen Berger,U.S.A.,2006,Blend,Semisweet,0.62,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","tobacco, sweet, dairy"
2238,Rogue,U.S.A.,2010,Peru,Piura,0.75,High percent,2,2,3.75,Mid-level,"B,S","smooth,intense,fruit, complex"
2239,Bittersweet Origins,U.S.A.,2010,Madagascar,"Sambirano, 2009",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","red berry, strong wine, sour"
2240,Bittersweet Origins,U.S.A.,2010,Venezuela,"Ocumare, prototype",0.78,High percent,2,2,3.0,Mid-level,"B,S","nutty, mild bitter"
2242,Fearless (AMMA),U.S.A.,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",0.75,High percent,2,2,2.75,Mid-level,"B,S","perfume, floral, vanilla"
2247,Mast Brothers,U.S.A.,2010,Venezuela,Patanemo,0.81,High percent,2,2,2.75,Mid-level,"B,S","sticky, woody, musty"
2248,Mast Brothers,U.S.A.,2010,Venezuela,Ocumare de la Costa,0.75,High percent,2,2,3.0,Mid-level,"B,S","dry, sticky, nutty, earthy"
2249,Mast Brothers,U.S.A.,2010,Dominican Republic,"Dominican Republic, Coop",0.7,Mid percent,2,2,3.25,Mid-level,"B,S","sticky, earthy, coffee"
2250,L.A. Burdick (Felchlin),U.S.A.,2010,Grenada,Grenada,0.75,High percent,5,5,3.25,Mid-level,"B,S,C,V,L","creamy, cocoa, spice"
2251,L.A. Burdick (Felchlin),U.S.A.,2010,Dominican Republic,Dominican Republic,0.74,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","simple, rich hot cocoa"
2261,L.A. Burdick (Felchlin),U.S.A.,2010,Venezuela,Venzuela,0.71,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","cocoa, nutty, acidic, burning"
2266,Cacao Atlanta,U.S.A.,2010,Venezuela,Patanemo,0.75,High percent,2,2,2.25,Lowest,"B,S","over roasted, bitter, nutty"
2267,Madre,U.S.A.,2010,Mexico,"Chiapas, Triple Cacao",0.72,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","raisiny, chewy"
2268,Mindo,U.S.A.,2010,Ecuador,Ecuador,0.77,High percent,3,3,2.75,Mid-level,"B,S,C","dry, coffee notes from roaster"
2269,Moho,U.S.A.,2010,Belize,"Umoho R., Toledo District, San Felipe",0.67,Mid percent,3,3,2.75,Mid-level,"B,S,C","rough, sweet, dairy, vanilla"
2270,Potomac,U.S.A.,2010,Costa Rica,"Upala, Batch 12",0.82,High percent,2,2,3.75,Mid-level,"B,S","bright red fruit,smoke,powerful"
2293,Fresco,U.S.A.,2011,Ghana,"Ghana, #211, MR, MC",0.74,Mid percent,3,3,2.75,Mid-level,"B,S,C","mild bitter, mild cocoa, roasty"
2294,Patric,U.S.A.,2011,Blend,Signature Blend,0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","smooth, red berry, cocoa"
2300,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republicm, rustic",0.72,Mid percent,2,2,3.0,Mid-level,"B,S","rustic, sweet, one dimensional"
2301,Cacao Prieto,U.S.A.,2011,Dominican Republic,Dominican Republic,0.66,Mid percent,2,2,3.75,Mid-level,"B,S","creamy,blueberry,black pepper"
2302,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #209, DR, SC",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","grassy, brownie, astringent"
2303,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #212, LR, SC",0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","red berry, some roasty notes"
2304,Fresco,U.S.A.,2011,Jamaica,"Jamaica, #210, DR, MC",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","woody, grassy, long"
2305,Askinosie,U.S.A.,2011,Tanzania,"Tenende, Uwate",0.72,Mid percent,2,2,3.75,Mid-level,"B,S","creamy, woody, cocoa"
2306,Potomac,U.S.A.,2011,Costa Rica,Upala w/ nibs,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","grass,chewy,nibs add bitterness"
2308,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republic, rustic",0.65,Mid percent,2,2,3.25,Mid-level,"B,S","rustic, gritty, sweet, fruit"
2309,Chocola'te,U.S.A.,2011,Madagascar,Madagascar,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","mild, fruity then nutty"
2310,Chocola'te,U.S.A.,2011,Venezuela,Venezuela,0.68,Mid percent,2,2,3.75,Mid-level,"B,S","mild, earthy, grassy"
2311,Guittard,U.S.A.,2011,Blend,Coucher du Soleil,0.72,Mid percent,5,5,2.75,Mid-level,"B,S,C,V,L","dutched?, intense, rich cocoa"
2312,Guittard,U.S.A.,2011,Blend,Lever du Soleil,0.61,Mid percent,5,5,3.25,Mid-level,"B,S,C,V,L","sweet, creamy, floral, orange"
2313,Guittard,U.S.A.,2011,Blend,Onyx,0.72,Mid percent,5,5,3.25,Mid-level,"B,S,C,V,L","dry, sticky, brownie"
2314,Potomac,U.S.A.,2011,Costa Rica,"Upala, Batch 18",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","fudgey, mild smoke"
2315,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","grassy, fruity, brownie"
2316,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","brownie, red berry"
2317,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,0.7,Mid percent,2,2,3.25,Mid-level,"B,S",cocoa flavor dominates
2320,Askinosie,U.S.A.,2011,Honduras,Cortes,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","grapes, woody, roasty"
2322,Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,0.8,High percent,2,2,2.75,Mid-level,"B,S","sandy, flat, hint of berry"
2325,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Peru, Madagascar",0.55,Low percent,4,4,2.5,Mid-level,"B,S,C,V","gritty,overyly sweet,fruit punch"
2326,Ethel's Artisan (Mars),U.S.A.,2011,Trinidad,Trinidad,0.55,Low percent,4,4,2.5,Mid-level,"B,S,C,V","grits, very sweet, banana"
2327,Ethel's Artisan (Mars),U.S.A.,2011,Venezuela,Porcelana,0.7,Mid percent,4,4,2.5,Mid-level,"B,S,C,V","strong vanilla, strawberry, nut"
2328,Ethel's Artisan (Mars),U.S.A.,2011,Blend,Red Vanilla,0.62,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","sweet, vanilla, mild banana"
2329,Madre,U.S.A.,2011,Dominican Republic,Dominican,0.7,Mid percent,4,4,2.5,Mid-level,"B,S,C,V","sandy, sweet, strong vanilla"
2330,Mast Brothers,U.S.A.,2011,Blend,Brooklyn Blend,0.72,Mid percent,2,2,3.5,Mid-level,"B,S","rich cocoa, coffee, roasty"
2333,Ethel's Artisan (Mars),U.S.A.,2011,Blend,"Venezuela, Trinidad",0.62,Mid percent,4,4,2.5,Mid-level,"B,S,C,V","gritty, sweet, vanilla, woody"
2338,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #214, LR, MC",0.74,Mid percent,3,3,2.75,Mid-level,"B,S,C","woody, red fruit, sour"
2339,Fresco,U.S.A.,2011,Dominican Republic,"Conacado, #213, DR, -C",0.72,Mid percent,3,3,3.25,Mid-level,"B,S,C","spicy, cocoa"
2340,L.A. Burdick (Felchlin),U.S.A.,2011,Ecuador,Quito,0.74,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","spicy, roasty, coffee"
2343,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,0.75,High percent,2,2,2.75,Mid-level,"B,S","sticky, very roasty, nutty"
2344,Fresco,U.S.A.,2011,Madagascar,"Sambirano Valley, #215, MR, MC",0.74,Mid percent,3,3,3.0,Mid-level,"B,S,C","sandy, cocoa, red fruit"
2350,Madre,U.S.A.,2011,Costa Rica,Upala,0.7,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","sticky, strong vanilla, pepper"
2352,Snake & Butterfly,U.S.A.,2011,Ghana,Ghana,0.67,Mid percent,3,3,1.5,Lowest,"B,S,C","perfume, strong chemical"
2358,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Med. Roast",0.76,High percent,2,2,3.0,Mid-level,"B,S","sandy, strawberry, sour"
2365,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Dark Roast",0.7,Mid percent,2,2,3.0,Mid-level,"B,S","dry, sandy, intense, berry"
2370,Mast Brothers,U.S.A.,2011,Venezuela,"Chuao, Light Roast",0.81,High percent,2,2,2.75,Mid-level,"B,S","gritty, high astringent, sour"
2372,Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo",0.73,Mid percent,4,4,2.0,Lowest,"B,S,C,V","sticky, earthy, medicinal"
2380,Shark's,U.S.A.,2011,U.S.A.,"Hawai'i Island, Hilo, w/ added cocoa butter",0.73,Mid percent,4,4,2.5,Mid-level,"B,S,C,V","perfume, floral, chemical"
2384,Amano,U.S.A.,2011,Papua New Guinea,Morobe,0.7,Mid percent,4,4,4.0,Highest,"B,S,C,V","tart, lemon, smoke"
2400,Woodblock,U.S.A.,2011,Venezuela,Ocumare,0.7,Mid percent,2,2,4.0,Highest,"B,S","nutty, tart, coffee"
2401,Fresco,U.S.A.,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",0.76,High percent,3,3,3.25,Mid-level,"B,S,C","bready, nutty, earthy,intense"
2402,Fresco,U.S.A.,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",0.7,Mid percent,3,3,4.0,Highest,"B,S,C","tart, roasted cocoa"
2404,Ritual,U.S.A.,2011,Costa Rica,Costa Rica,0.75,High percent,2,2,3.5,Mid-level,"B,S","dark berry, woody,astringent"
2413,Fruition,U.S.A.,2011,Costa Rica,Signature Blend,0.66,Mid percent,3,3,3.25,Mid-level,"B,S,C","cocoa, spicy, sweet"
2415,twenty-four blackbirds,U.S.A.,2011,Dominican Republic,Dominican Republic,0.73,Mid percent,2,2,2.75,Mid-level,"B,S","roasty, woody, rubber off"
2426,Woodblock,U.S.A.,2011,Dominican Republic,La Red,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","brownie, fruit, fudge"
2427,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,0.74,Mid percent,2,2,3.0,Mid-level,"B,S","earthy, tart, sour"
2428,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","grassy, tea, late sour"
2429,Mast Brothers,U.S.A.,2011,Belize,Moho River,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","gritty, tangy, cocoa"
2431,Mast Brothers,U.S.A.,2011,Papua New Guinea,Papua New Guinea,0.71,Mid percent,2,2,2.75,Mid-level,"B,S","gritty, sticky, smoke,hammy"
2432,Mast Brothers,U.S.A.,2011,Peru,San Martin,0.75,High percent,2,2,3.0,Mid-level,"B,S","orange,lemon,coffee ground"
2433,Mast Brothers,U.S.A.,2011,Dominican Republic,Conacado,0.73,Mid percent,2,2,3.25,Mid-level,"B,S","dry, gritty, red berry, coffee"
2434,Mast Brothers,U.S.A.,2011,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",0.74,Mid percent,2,2,3.75,Mid-level,"B,S","gritty, raspberry, sour"
2435,French Broad,U.S.A.,2011,Peru,"Maranon Canyon, Fortunato No. 4",0.7,Mid percent,2,2,3.5,Mid-level,"B,S","coarse,perfume,heavy roast"
2436,Fruition,U.S.A.,2011,Costa Rica,Costa Rica,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","fatty, sweet, vanilla"
2437,Scharffen Berger,U.S.A.,2011,Papua New Guinea,Markham Valley,0.68,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","cherry,wine,rich,smoke"
2439,French Broad,U.S.A.,2011,Dominican Republic,La Red,0.65,Mid percent,2,2,3.5,Mid-level,"B,S",choco covered strawberry
2440,Raaka,U.S.A.,2011,Dominican Republic,La Red,0.85,High percent,3,3,3.5,Mid-level,"B,S,C","creamy, pasty, bitter, cocoa"
2441,Taza,U.S.A.,2011,Bolivia,Alto Beni,0.87,High percent,3,3,3.25,Mid-level,"B,S,C","grainy, blueberries, bitter"
2443,Potomac,U.S.A.,2011,Peru,"San Martin, Amazonian Highlands",0.7,Mid percent,2,2,2.75,Mid-level,"B,S","grassy, earthy"
2444,Potomac,U.S.A.,2011,Brazil,Bahia,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","mint, candied"
2445,Tocoti,U.S.A.,2011,Venezuela,Venezuela,0.72,Mid percent,3,3,2.75,Mid-level,"B,S,C","peanut butter, soapy"
2446,Tocoti,U.S.A.,2011,Dominican Republic,Dominican Republic,0.74,Mid percent,3,3,3.0,Mid-level,"B,S,C","pronounced fruit, sour"
2447,Rogue,U.S.A.,2011,Bolivia,"Silvestre, Batch 1, 2011",0.75,High percent,2,2,3.0,Mid-level,"B,S","rich brownie, roasty, sour"
2448,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,0.7,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","oily, floral, dairy"
2449,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,0.8,High percent,4,4,3.0,Mid-level,"B,S,C,V","fatty, muted strawberry"
2450,Spagnvola,U.S.A.,2012,Dominican Republic,AgroCriso Plantation,0.75,High percent,4,4,3.25,Mid-level,"B,S,C,V","oily, floral"
2454,Tejas,U.S.A.,2012,Madagascar,Concepcion,0.7,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","molasses, off notes"
2455,Tejas,U.S.A.,2012,Blend,"Bayou Blend, Ecuador, Mad., PNG",0.7,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","molasses, caramel, spice"
2458,Tejas,U.S.A.,2012,Papua New Guinea,Aranama,0.7,Mid percent,4,4,3.0,Mid-level,"B,S,C,V","molasses, caramel, fruity"
2459,Tejas,U.S.A.,2012,Dominican Republic,Presidio,0.7,Mid percent,4,4,3.5,Mid-level,"B,S,C,V","molasses, caramel"
2460,Dandelion,U.S.A.,2012,Costa Rica,Upala,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","dried fruit, tannic"
2461,Dandelion,U.S.A.,2012,Colombia,Colombian,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","grassy, green, candy spice"
2470,Sacred,U.S.A.,2012,Blend,"Midnight, Central and S. America",0.83,High percent,4,4,2.75,Mid-level,"B,S*,C,V","grassy, strong bitter"
2471,Sacred,U.S.A.,2012,Blend,"Twilight, Central and S. America",0.69,Mid percent,4,4,3.25,Mid-level,"B,S*,C,V","grassy, maple"
2475,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane juice",0.7,Mid percent,4,4,3.25,Mid-level,"B,S,C,V","gritty, rum, molasses"
2477,Mana,U.S.A.,2012,Dominican Republic,Conacado,0.74,Mid percent,3,3,3.75,Mid-level,"B,S,C","berry, nutty, sour"
2478,Tejas,U.S.A.,2012,Peru,Capistrano,0.7,Mid percent,4,4,2.0,Lowest,"B,S,C,V","perfume, chemical, soapy"
2479,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,La Red,0.7,Mid percent,3,3,3.25,Mid-level,"B,S*,C","heavy roast, black licorice"
2481,Millcreek Cacao Roasters,U.S.A.,2012,Ecuador,Ecuador,0.7,Mid percent,4,4,3.5,Mid-level,"B,S,C,V","wine, brownie batter"
2482,Tejas,U.S.A.,2012,Ecuador,"La Bahia, w/ cane sugar",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","molasses, fruit, floral"
2483,Woodblock,U.S.A.,2012,Ecuador,Ecuador,0.7,Mid percent,2,2,2.5,Mid-level,"B,S","mild fruit, chemical off"
2484,Woodblock,U.S.A.,2012,Costa Rica,Costa Rica,0.7,Mid percent,2,2,3.0,Mid-level,"B,S","roasty, metallic, coffee"
2485,Pomm (aka Dead Dog),U.S.A.,2012,Dominican Republic,"La Red, 2011",0.76,High percent,3,3,2.5,Mid-level,"B,S,C","molasses, banana, chemical"
2486,Pomm (aka Dead Dog),U.S.A.,2012,Peru,"Peru, batch 1 ",0.82,High percent,3,3,2.75,Mid-level,"B,S,C","dry, red berry, off note"
2487,Tejas,U.S.A.,2012,Bolivia,San Jose,0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","candy,peanut butter,caramel"
2488,Tejas,U.S.A.,2012,Madagascar,Capistrano*,0.7,Mid percent,3,3,3.0,Mid-level,"B,S,C","sticky, caramel"
2489,L'Amourette,U.S.A.,2012,Venezuela,Carenero Superior,0.75,High percent,5,5,3.0,Mid-level,"B,S,C,V,L","chalky, fatty, sweet"
2490,L'Amourette,U.S.A.,2012,Venezuela,Rio Caribe,0.75,High percent,5,5,3.0,Mid-level,"B,S,C,V,L","chalky, cocoa, tangy"
2492,Tejas,U.S.A.,2012,Mexico,Espada,0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C","molasses, caramel"
2495,Noir d' Ebine,U.S.A.,2012,Venezuela,Venezuela,0.7,Mid percent,3,3,3.0,Mid-level,,"sweet, candy like, dairy "
2497,Noir d' Ebine,U.S.A.,2012,Ecuador,Ecuador,0.7,Mid percent,3,3,3.0,Mid-level,,"sweet, spicy, cocoa"
2505,L'Amourette,U.S.A.,2012,Blend,"Peru, Ecuador, Venezuela",0.72,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","fatty, nutty, woody"
2506,Lillie Belle,U.S.A.,2012,Peru,Perfect Illusion,0.65,Mid percent,2,2,3.5,Mid-level,"B,S","creamy, strawberry, cocoa"
2510,Fruition,U.S.A.,2012,Peru,Peru,0.7,Mid percent,3,3,2.5,Mid-level,"B,S,C","oily, tart, chlorine"
2518,Guittard,U.S.A.,2006,Venezuela,Sur del Lago,0.65,Mid percent,5,5,2.5,Mid-level,"B,S,C,V,L","sweet, creamy, vanilla"
2519,Guittard,U.S.A.,2006,Madagascar,"Sambirano, Ambanja",0.65,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","creamy, sweet, blueberry"
2535,French Broad,U.S.A.,2012,Peru,"Tumbes Coop, batch 120724M",0.7,Mid percent,2,2,2.5,Mid-level,"B,S","fruit, cough medicine"
2536,French Broad,U.S.A.,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",0.66,Mid percent,2,2,3.5,Mid-level,"B,S*","olive, rum"
2539,French Broad,U.S.A.,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",0.81,High percent,2,2,2.0,Lowest,"B,S*","sandpaper, some fruit, bitter"
2540,Middlebury,U.S.A.,2012,Blend,Houseblend,0.65,Mid percent,4,4,1.5,Lowest,"B,S*,C,Sa","chemical, salt, wtf"
2541,Middlebury,U.S.A.,2012,Bolivia,Alto Beni,0.75,High percent,4,4,2.0,Lowest,"B,S*,C,Sa","sticky, cardboard,why bother"
2542,Middlebury,U.S.A.,2012,Indonesia,"Balinese, Java",0.7,Mid percent,4,4,2.5,Mid-level,"B,S*,C,Sa","leather, salt"
2543,L.A. Burdick (Felchlin),U.S.A.,2012,Peru,Peru,0.74,Mid percent,5,5,3.25,Mid-level,"B,S,C,V,L","floral, soapy, earthy"
2544,L.A. Burdick (Felchlin),U.S.A.,2012,Brazil,Brazil,0.7,Mid percent,5,5,4.0,Highest,"B,S,C,V,L","creamy, woody, nutty"
2546,Ritual,U.S.A.,2012,Madagascar,"Sambirano, 2011 harvest, batch 1",0.75,High percent,2,2,4.0,Highest,"B,S","dark berry, tropical, nutty"
2550,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,0.75,High percent,2,2,2.75,Mid-level,"B,S","dry, mint, medicinal"
2551,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #219, LR, MC",0.69,Mid percent,2,2,3.5,Mid-level,"B,S",mild smoke and fruit
2552,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #221, DR, MC",0.69,Mid percent,2,2,3.5,Mid-level,"B,S","smoke, fruit, sour, hammy"
2555,Lillie Belle,U.S.A.,2012,Bolivia,"Bolivia, Wild Thing",0.68,Mid percent,2,2,3.5,Mid-level,"B,S","fatty, nutty, melon like"
2556,Lillie Belle,U.S.A.,2012,Peru,La Selva,0.68,Mid percent,2,2,3.75,Mid-level,"B,S","rich cocoa, spicy edge"
2557,Theo,U.S.A.,2012,Congo,Congo w/ nibs,0.65,Mid percent,4,4,3.25,Mid-level,"B,S,C,V","sweet, vanilla, cocoa "
2558,Escazu,U.S.A.,2012,Venezuela,Rio Caribe,0.7,Mid percent,4,4,2.75,Mid-level,"B,S,C,V","nutty, ginger, off notes"
2559,Treehouse aka Indaphoria,U.S.A.,2012,Dominican Republic,"Conacado, Manifesto",0.7,Mid percent,3,3,2.75,Mid-level,"B,S*,C","sandy, strawberry, coconut"
2560,Davis,U.S.A.,2012,Blend,West Africa,0.58,Low percent,4,4,3.25,Mid-level,"B,S,C,L","nice melt, odd rubber notes"
2561,Sibu Sura,U.S.A.,2012,Peru,Peru,0.7,Mid percent,3,3,2.5,Mid-level,,"sandy, sweet, vanilla"
2562,Blue Bandana,U.S.A.,2012,Guatemala,Guatemala,0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","chewy, complex,black pepper"
2563,Blue Bandana,U.S.A.,2012,Madagascar,Madagascar,0.7,Mid percent,3,3,3.75,Mid-level,"B,S,C","gritty, tart red berry,powerful"
2565,Fresco,U.S.A.,2012,Madagascar,"Sambirano Valley, #216, MR, LC",0.74,Mid percent,3,3,4.0,Highest,"B,S,C","caramel, nuts, dried fruit"
2566,TCHO,U.S.A.,2012,Blend,"Peru, Ecuador",0.99,High percent,3,3,3.25,Mid-level,,"spicy, ginger, bitter"
2567,Dandelion,U.S.A.,2012,Dominican Republic,"Elvesia, 2011",0.7,Mid percent,2,2,3.75,Mid-level,"B,S","spicy, fudgey"
2572,Eclat (Felchlin),U.S.A.,2012,Peru,"Maranon, Good & Evil, w/ nibs",0.72,Mid percent,3,3,2.75,Mid-level,"B,S,C","buttery, burlap"
2576,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #220, MR, MC",0.69,Mid percent,2,2,4.0,Highest,"B,S","tart, red berry, smoke"
2577,L.A. Burdick (Felchlin),U.S.A.,2012,Venezuela,Chuao,0.68,Mid percent,5,5,3.75,Mid-level,"B,S,C,V,L","berry, rich cocoa dominates"
2579,Tocoti,U.S.A.,2012,Bolivia,"Wild Bolivian, Jungle Love",0.77,High percent,3,3,3.0,Mid-level,"B,S,C","sandy, sweet"
2580,Guittard,U.S.A.,2006,Ecuador,"Los Rios, Quevedo",0.65,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","creamy, blackberry"
2581,Guittard,U.S.A.,2006,Blend,Tsaranta,0.61,Mid percent,5,5,3.5,Mid-level,"B,S,C,V,L","sweet, rich cocoa, mild citrus"
2585,Fresco,U.S.A.,2012,Papua New Guinea,"Markham Valley, #222, LR, 0C",0.69,Mid percent,2,2,3.0,Mid-level,"B,S","sandy, smoke, red berry"
2593,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.65,Mid percent,4,4,2.5,Mid-level,"B,S,C,V","vanilla, sweet"
2599,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.7,Mid percent,4,4,2.5,Mid-level,"B,S,C,V","dry, sweet, vanilla(n)"
2600,StRita Supreme,U.S.A.,2012,Philippines,"Samar, East Visayas region",0.75,High percent,4,4,2.75,Mid-level,"B,S,C,V","bland, earthy"
2601,Lillie Belle,U.S.A.,2012,Blend,"Purple Haze, Venezuela, Dom. Rep.",0.75,High percent,2,2,2.75,Mid-level,"B,S","grits, roasted, nutty"
2602,Lillie Belle,U.S.A.,2012,Dominican Republic,"The Other One, Grand Cru",0.74,Mid percent,2,2,3.0,Mid-level,"B,S","fatty, roasty, cocoa"
2603,Lillie Belle,U.S.A.,2012,Bolivia,Wild Thing,0.68,Mid percent,2,2,3.5,Mid-level,"B,S","fatty, grassy, cocoa"
2608,Woodblock,U.S.A.,2012,Madagascar,"Sambirano, batch 1",0.7,Mid percent,3,3,3.25,Mid-level,"B,S,C",melon
2612,Mast Brothers,U.S.A.,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",0.73,Mid percent,2,2,3.5,Mid-level,"B,S","gritty, fruit, tart, rich"
2613,Raaka,U.S.A.,2012,Madagascar,Madagascar,0.75,High percent,3,3,3.25,Mid-level,"B,S,C","gritty, sticky, candied"
2614,Scharffen Berger,U.S.A.,2012,Peru,San Juan de Cheni,0.78,High percent,4,4,4.0,Highest,"B,S,C,L","banana, pear, spice, cheese"
2617,Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,Manhattan,0.72,Mid percent,3,3,2.5,Mid-level,,"sour vanila, heavy roast"
2618,Vanleer (Barry Callebaut),U.S.A.,2012,Ghana,Napa,0.65,Mid percent,3,3,2.75,Mid-level,,"oily, caramel ""rolo"", sweet"
2619,Bittersweet Origins,U.S.A.,2012,Ghana,Ghana,0.72,Mid percent,3,3,3.5,Mid-level,"B,S,C","roasted nuts, rich, roasty"
2620,Ritual,U.S.A.,2012,Ecuador,"Camino Verde P., 2012, Balao, Guayas, batch 1",0.75,High percent,2,2,3.25,Mid-level,"B,S","dried fruit, nut, bitter, roasty"
2622,Tejas,U.S.A.,2012,Brazil,Espada,0.7,Mid percent,3,3,2.75,Mid-level,"B,S,C","flat, cardboard, metallic"
2623,Tejas,U.S.A.,2012,Venezuela,Concepcion*,0.8,High percent,4,4,3.0,Mid-level,"B,S,C,V","earthy, savory, hammy"
2624,Tejas,U.S.A.,2012,Bolivia,San Jose,0.67,Mid percent,3,3,3.25,Mid-level,"B,S,C","green apple, sweet"
2625,Tejas,U.S.A.,2012,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3",0.7,Mid percent,3,3,3.5,Mid-level,"B,S,C","honey, pepper, charcoal"
2632,Ritual,U.S.A.,2012,Trinidad,"Gran Couva, 2012 harvest, batch 001",0.75,High percent,2,2,3.5,Mid-level,"B,S","orange, heavy roast"
2633,Rogue,U.S.A.,2012,Ecuador,"Camino Verde P., Balao, Guayas",0.75,High percent,2,2,3.75,Mid-level,"B,S","floral, bourbon, mocha"
2634,Bar Au Chocolat,U.S.A.,2012,Dominican Republic,Duarte Province,0.7,Mid percent,2,2,3.25,Mid-level,"B,S","complex,black pepper,coffee"
2635,Bar Au Chocolat,U.S.A.,2012,Mexico,Chiapas,0.7,Mid percent,2,2,3.5,Mid-level,"B,S","molasses,toffee,coffee grounds"
2636,Bar Au Chocolat,U.S.A.,2012,Madagascar,Sambirano,0.7,Mid percent,2,2,3.75,Mid-level,"B,S","raspberry, mild sour"
2642,Guittard,U.S.A.,2006,Blend,Semisweet,0.61,Mid percent,5,5,3.0,Mid-level,"B,S,C,V,L","fatty, cocoa, fruity"
